filepath,zcr,rms,centroid,bandwidth,rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,stft_mean,stft_std,stft_max,cwt_mean,cwt_std,cwt_max,label
c:\Users\vivek\OneDrive\Documents\Data\artifact\201012172012.wav,0.343822990496134,0.0022534826,7681.671094009569,6581.501086613283,16392.372870691044,-599.93896,33.781063,7.35434,4.5494447,2.182476,2.7137215,0.70974946,-0.5813916,-1.2105308,-2.7702992,-1.950883,-1.373695,-1.6228255,0.015268514,0.39491236,71.12979,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105040918.wav,0.49051312318782214,0.00043257646,11642.449239227044,5302.822596060987,17942.92998952964,-752.226,23.831118,8.511934,-12.289284,6.5903616,-13.384438,8.085058,-10.728707,8.7330475,-9.553117,3.778762,-4.3865833,-2.2409499,0.005854135,0.022530813,2.2363317,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105041959.wav,0.3023134211903995,0.008616939,7189.122283972413,6050.918940840964,14886.685841353898,-335.93777,56.311474,-21.24887,5.088444,-13.107551,-3.1932158,-3.2701252,-9.35387,3.2369184,-8.663793,1.977935,-5.955885,-1.5883707,0.14983025,0.34338567,12.718396,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105051017.wav,0.059974906370811855,0.013994994,3048.7584930018265,3853.3812285216263,5933.091185264981,-349.67032,141.82634,-21.67626,23.579344,-2.8942919,-3.9263988,-8.095813,-8.885119,-7.692841,-5.4134545,-5.656429,-9.26078,-6.8140674,0.13833067,0.47717565,35.435337,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105060108.wav,0.1011767829816366,0.018061012,4345.709129555852,5502.142149332584,9479.160206588273,-333.93628,115.90495,-7.5759363,5.6850233,1.2802494,-1.1377604,2.2690852,-7.837834,-2.7766037,-10.6930485,-0.80935055,-7.1483,-5.4792757,0.18982032,1.044863,131.74593,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105061143.wav,0.449108635027384,0.00305789,10617.043206122693,3643.8771307820452,13406.111632671553,-663.847,61.225536,-12.138401,0.26903918,13.898401,-2.9214382,10.636975,-7.4947553,8.742086,-4.442777,1.6459482,-3.0216682,0.27921033,0.027353074,0.12196764,5.7485995,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105190800.wav,0.2911024585212629,0.0024197532,7670.284261407822,5079.137587129458,12866.643846649484,-550.84863,76.67314,-18.12901,-3.5156248,2.0757782,-4.2205057,0.49889752,-10.134676,-1.2702379,-6.5712876,-1.8987484,-7.184479,-3.3724303,0.02780205,0.116857946,8.485787,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201105280851.wav,0.04761056801707474,0.084560096,2668.314886526894,4006.1675342662434,5261.066554747906,-314.70877,135.02689,4.2742066,22.19784,19.62551,-4.50592,4.759127,10.092164,-1.1188071,-3.8490887,3.4676862,-0.6434944,-3.9027867,0.99148846,4.716964,153.39342,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106010559.wav,0.14647367811694587,0.007768491,4324.5127434058595,4806.1315831740485,9212.770064835697,-415.76508,109.85796,-14.222799,22.102592,-9.090873,-4.0479665,-1.9688586,-11.110387,-8.194063,-5.710914,-11.84892,-5.4364552,-8.028238,0.102460496,0.34306708,28.902046,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106010602.wav,0.16017449762403352,0.35939544,5739.529869495761,5118.314357153793,11364.924920465528,54.625393,70.46708,-39.607178,13.036337,-4.0314426,-1.2816713,-3.797813,-2.390303,-3.181632,-2.4164717,-5.3581815,-1.9486263,-1.3403102,6.4998713,8.259118,134.1922,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106021541.wav,0.38302203306217786,0.0054809246,9355.548928477538,4341.255225857409,13188.587432546714,-529.2338,69.03614,-4.0582824,3.5698512,-12.195782,-3.2409518,-0.3984037,2.9533098,-0.06530927,-3.8783371,-8.585594,-1.6976305,-2.9921165,0.04758225,0.3014893,48.072052,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106030612.wav,0.47566207413820877,0.016886365,11134.586897887057,3622.2183464275754,14082.881337588595,-514.40393,79.78337,8.148887,-6.147036,-2.5813658,0.9221511,0.3566307,-0.9375194,-0.35954466,-2.9636526,-2.4010205,-3.2234635,-1.5364636,0.101581626,0.9666949,83.98693,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106031558.wav,0.17161324097938144,0.011028671,5082.435089413271,4767.361489797638,8978.568731878222,-478.84207,105.370964,23.050676,9.087469,12.878009,5.990026,3.145074,1.4739444,1.2083942,-3.322545,-4.991928,-5.1515036,-4.213447,0.067299746,0.61899936,82.073524,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106040722.wav,0.05179745389014175,0.55764335,1504.9036426557889,1422.062658313504,1924.7520210816688,-300.6489,129.12288,13.625093,-29.505064,-31.183315,-7.977075,26.844433,47.62892,42.47603,14.798037,-21.371965,-38.166855,-21.443872,1.2645793,15.473791,451.3821,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106040933.wav,0.17606503201514176,0.021158265,4836.404965194797,5008.405472697919,10117.164596085697,-425.01157,101.98345,6.312329,4.4396434,3.0431933,0.013993883,-0.84163845,-4.9222536,-0.98869455,-5.074303,-2.668953,-6.826914,-3.408157,0.1489126,1.2699667,113.338875,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106040947.wav,0.16700225515463918,0.03163063,3835.824932024178,4453.967666613792,8072.648007107764,-437.93237,122.95983,20.97112,2.9550478,6.5066156,7.216035,5.7709403,1.3358333,1.5338582,-1.5933433,-0.8120558,-3.9660647,-2.6918914,0.18506937,1.7471838,112.33026,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106041452.wav,0.0669750724871134,0.36704773,4494.964509015485,5165.935416357934,9424.244988824903,-27.299212,102.79794,-24.53941,4.650856,2.0951138,-0.38190556,-1.3164608,-4.7031646,-2.4515646,-4.544841,-2.7211215,-6.103834,-3.5925448,5.3787837,10.693214,179.44911,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106050353.wav,0.17609586420747422,0.0061098994,4856.453909551787,4077.195254566999,6505.053018786243,-512.5231,144.14705,11.439173,-5.311393,3.209803,-8.928171,2.3903766,-5.2636456,-1.9735948,-3.5622625,-3.8330386,-3.97051,-2.0956063,0.03847088,0.2015656,17.261791,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106061233.wav,0.006523840206185567,0.13925803,1058.0895370850583,2741.984001286988,1394.6078900209407,-379.20352,89.641914,37.039993,30.112396,28.428127,23.008741,20.772224,21.810783,15.929944,11.309919,13.675293,13.8170395,11.778726,0.4525141,4.8952656,366.59784,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106070537.wav,0.07602148940882732,0.009708774,2714.9778859885055,3357.0664736553463,4592.732537653028,-401.90738,164.81062,-58.317463,13.229384,10.860508,-15.933288,0.019981306,-13.644519,8.609695,-10.251032,6.5151935,-10.8193865,-13.534179,0.08163355,0.28669548,14.500559,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106070949.wav,0.0876659904558634,0.36074445,4524.148811589038,4770.735898241321,9074.524680855347,10.466459,104.762054,-37.219418,4.9127417,-1.3618382,-4.698336,-4.695019,-2.278352,-1.9558927,-2.6696932,-0.56801504,-2.3073745,-1.5152286,5.9213743,9.686587,116.6464,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106101314.wav,0.06531076332957474,0.032172862,2221.6035620023554,2578.945151219466,3929.643076473905,-275.2961,185.46442,-71.484634,16.929419,-0.5023533,-17.82173,-5.2883673,-19.21065,-7.2567277,-5.8983207,-1.512471,-12.785872,-4.4100304,0.31557456,0.9644607,53.936134,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106101955.wav,0.22038221850837628,0.28254887,6807.194619973442,5379.613207721472,13297.80739066527,-29.46449,65.13266,-28.38675,1.1531377,-0.22181495,-1.3038497,-1.227676,-0.5716505,-0.9314593,-0.031495027,-0.33814716,-0.53384244,0.40035945,5.7894106,6.676379,123.006744,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106110909.wav,0.12839972112596648,0.038532693,3927.931724676357,4690.5868695072295,8180.314022732764,-379.68912,107.551506,-1.5898412,2.4216943,-2.2052429,-2.6473527,2.5826206,-2.584057,-1.5722302,-2.199131,-1.7339779,-3.5579507,-4.4182878,0.33104602,2.2168956,192.12737,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106111119.wav,0.21332856797680413,0.34358612,5181.267392202341,2579.009991213847,5664.619870529961,-299.93433,32.918415,-7.403938,29.57459,-16.316553,-4.334342,-9.829467,-21.630535,-0.7424203,-33.908615,-13.853058,-0.15338638,-13.596854,1.0249478,9.840407,391.9669,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106121242.wav,0.01186913559117268,0.23660974,952.0127544280717,1857.2363683880974,1555.2189463192656,-210.25479,231.29498,-10.24138,-1.0290103,8.434873,1.2305167,9.559594,-2.5446873,-0.95375866,-4.41995,0.07639261,-2.5190501,-3.7736578,0.95899683,6.5286293,210.74356,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106121445.wav,0.7773343115737757,0.00010380975,17504.56856397813,3983.1035603610126,20927.998021705862,-965.69226,-52.60361,41.884007,-26.776155,15.846027,-11.221649,12.366789,-14.661051,14.816473,-11.513824,5.5466757,0.1703472,-3.9941576,0.0012658951,0.010868452,1.7385265,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106131834.wav,0.01871010691849227,0.49054608,481.85426224877443,646.4700145251774,467.4314518564755,-365.8369,139.47713,59.302723,1.1502857,-16.196358,-17.90172,-25.979557,-35.734516,-36.058464,-29.799969,-25.97609,-26.349428,-26.807034,0.9625583,13.573876,371.90485,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106131835.wav,0.01800600032216495,0.4845597,466.62553881204565,649.3237557113341,446.12024051626935,-367.3208,143.11853,62.07726,0.8155323,-17.493353,-15.107792,-17.638193,-26.753206,-32.815174,-32.884415,-30.15659,-27.134624,-24.722034,0.9513557,13.410186,357.85013,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106141701.wav,0.42035667183472936,0.0010769027,6514.441155958057,6548.333619841686,15402.234012564433,-547.66345,87.63376,4.5435104,4.24072,6.439623,-1.8899491,2.2026365,-2.1253438,-3.0014803,0.32085872,-4.098827,3.4263165,-5.0492163,0.011881866,0.035094522,2.353815,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106161016.wav,0.15732220521907217,0.0013905928,5365.335696636819,5905.096289117893,11067.983159330703,-486.64224,93.6632,-25.499802,12.071202,-4.0542345,-4.1628966,-0.19914466,-12.180669,-1.0561742,-11.110253,3.232885,-7.1830072,2.0144415,0.020193344,0.03493514,1.8514931,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106161019.wav,0.025693913096005154,0.07503686,1379.0426879267295,2756.7754428431504,2173.1053303197486,-329.49084,164.57681,36.47531,11.8363905,19.992968,15.01386,5.073458,-4.3352046,-4.673665,3.725149,2.2909033,-8.744549,-12.872447,0.48195294,3.148925,236.98021,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106161219.wav,0.06212309217944588,0.0027763874,2582.4607977938317,4315.251620217104,3819.3964063506764,-513.0312,167.5247,-12.828908,-20.718758,-5.6340714,-2.9652565,12.803819,-2.8091118,10.235561,-9.671719,-4.061073,-11.286435,-2.3553357,0.02182547,0.07969976,4.6220756,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106171003.wav,0.05781602367912371,0.007814994,3024.9596856961316,4274.515518730079,6438.122495670908,-381.8405,140.14662,-5.935623,25.803354,-8.899467,-1.8298048,7.2397738,-6.8802576,1.2685602,0.6354063,-3.636369,2.4196196,-4.016784,0.06885876,0.21614257,16.994432,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106190520.wav,0.15090659230025774,0.0016464714,5714.94850724079,5953.116343695152,12841.364532156089,-487.91608,82.90603,4.608476,22.319897,3.7336545,10.812174,3.2883918,-1.8510445,0.4089092,-2.8731248,-3.2237685,-5.637679,-5.7885427,0.020740245,0.043473724,3.0616071,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106211041.wav,0.6319510862999356,0.0010304449,14435.880996062255,3868.2016617408367,17450.46896393766,-850.5244,1.0595099,25.0156,-20.689888,13.608922,-12.2331295,11.238979,-11.550692,11.958571,-11.577023,4.2613707,-2.7896147,-3.0052824,0.009267789,0.059757058,2.112066,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106211430.wav,0.13391679586823454,0.005165389,4787.832555238577,4896.597673734718,9327.706311412694,-446.56137,107.82525,-9.894973,6.0261965,8.386261,10.698699,-2.8416805,-5.6730323,-6.8045793,-8.157745,-7.2222924,-4.6801014,-8.621498,0.05322707,0.15990217,5.489276,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106212112.wav,0.08017250926224227,0.266889,3544.5804559307894,3764.698163611659,6796.9999647632085,-64.56708,134.56622,-47.059048,-3.7251687,5.3280134,-7.35192,-14.13075,-13.293785,-11.277491,-13.809353,-7.9877906,-2.5259109,-3.269937,3.7482896,8.115804,229.53435,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106220340.wav,0.02556932586984536,0.3726332,925.9056965680245,1364.0615549271845,1588.2679732804445,-351.49493,150.23912,67.18877,15.069814,-4.9765363,-6.7459207,-8.908663,-19.443176,-30.434978,-33.34833,-26.255089,-18.187145,-16.021507,0.83135283,11.3972845,364.75696,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\artifact\201106221254.wav,0.016566954937177834,0.46470344,582.1753596939939,994.4899518259077,581.8404679445877,-318.8458,156.24088,31.105518,-3.9618323,-12.854588,-15.889561,-7.2954817,-10.475528,-22.242762,-36.20371,-36.752247,-22.218554,-24.880568,0.9300201,13.024749,361.35446,,,,artifact
c:\Users\vivek\OneDrive\Documents\Data\normal\201101070538.wav,0.18155138299608356,0.004102082,5705.173733927075,5991.055851654683,12808.235953308584,-517.85095,78.000626,6.724427,20.219566,12.611445,10.331914,9.041118,5.9323034,4.9546447,3.5393074,1.7340084,1.6976204,-0.2738883,0.021585872,0.19580401,18.15567,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201101151127.wav,0.008377547116623712,0.0721006,1457.4982416022403,3446.152993702686,2631.296374134182,-399.89368,103.69925,13.686877,30.54401,34.486885,22.256563,22.552654,19.073563,14.510034,14.292038,13.480966,16.522688,14.222857,0.18390603,2.597678,210.03749,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201102081152.wav,0.10260802429991883,0.0071495664,3714.7031574776342,5059.911067338855,9044.539572975853,-411.21912,123.23993,13.402808,22.533443,-4.545311,13.262003,5.5122814,7.3974886,8.976462,-2.842521,11.16048,4.3061585,7.1386275,0.053077925,0.22897142,19.153162,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201102081321.wav,0.043660242417279414,0.011672025,2675.956226458617,4385.221851000562,5537.611514820772,-380.94397,145.17091,0.9727643,12.781049,1.942753,12.974989,14.231959,4.44404,4.8499765,1.5621415,6.592687,4.1761336,0.9354063,0.07660328,0.37909588,29.779491,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201102201230.wav,0.22838600394652062,0.0020620786,6351.989253967518,6156.645818478797,13917.6639517558,-567.4604,68.22499,2.7092695,14.316681,7.836335,8.336783,4.343187,5.546527,6.2126846,1.0630718,3.1065037,-0.68834484,0.9736015,0.012320946,0.11020721,12.963472,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201102260502.wav,0.17980911986854242,0.0043815235,3918.417010920724,5969.535154983764,10045.358445283671,-596.28906,120.040535,28.134289,28.43375,34.78845,7.191467,24.777647,-1.2345337,15.882699,-1.6929156,8.037136,-1.7958957,2.0674496,0.017312214,0.18381901,14.168718,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201102270940.wav,0.17188884302512886,0.0022936861,5322.395485185081,6036.5287083836065,11708.901191003544,-520.629,91.86778,-11.729457,11.019314,5.681396,-4.2001867,1.9758235,-8.836825,-0.9783904,-7.7256703,-1.9742504,-5.6831307,-1.7964191,0.019783875,0.2761411,45.594673,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103090635.wav,0.1799673254341534,0.0064849523,5133.632980198358,5637.296415178776,11209.824063291426,-536.251,82.71861,4.775408,24.483425,11.78008,11.939452,10.269104,6.2041354,8.454742,2.1362123,7.135506,0.9013997,4.6208916,0.023474908,0.3235071,26.879179,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103101140.wav,0.1433250191285438,0.039066173,3300.1513247773105,4601.8463746079315,7410.085776417526,-484.49448,27.7873,25.502222,22.996243,20.630323,18.439594,16.330456,14.38339,12.705113,11.291031,10.058508,8.988549,8.110343,0.07303215,2.4097898,294.95673,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103140132.wav,0.29183047579735827,0.0025234441,5965.412321719154,6565.794366690071,14586.192211662372,-616.4261,81.087204,12.327299,7.8412294,13.82815,1.8035902,9.369999,4.881464,4.9216065,2.1068172,2.7679267,-2.6439188,-0.15721485,0.010654929,0.18702193,31.898766,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103140135.wav,0.2683907390510949,0.0034550608,5182.254918589369,6486.20040151729,13111.268747148722,-576.4376,96.39936,28.279396,3.310541,8.912554,6.452471,8.368431,5.7060385,3.158512,-1.251814,-0.10609466,-2.8890674,-0.71479726,0.015396229,0.26681316,48.89769,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103140822.wav,0.03221313653219971,0.035562214,1809.1952092925742,3711.8622333237377,2964.2588724448265,-387.26135,152.52327,39.2229,1.9184633,8.930493,11.266167,12.301266,10.544382,5.0641336,2.042671,0.6789166,-0.9936331,-0.3361218,0.16931756,1.7595451,180.16928,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103151912.wav,0.06253838293331186,0.009103108,3306.7497864671354,5185.723138254324,7011.9435103898195,-460.09744,123.03904,4.7246847,37.098583,21.085238,16.310238,18.206293,0.9756465,12.165386,-1.9808817,9.728104,-5.5439525,2.8819866,0.04436476,0.353706,36.669373,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103170121.wav,0.25239271924674855,0.0140965525,6256.698246308387,6200.21376932755,14031.153402163114,-532.7327,41.8584,19.42001,13.994753,13.489591,10.861273,9.233021,10.960892,8.65145,2.3836634,-0.68212456,-0.4738867,-0.69190544,0.045048043,1.2245567,138.94026,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201103221214.wav,0.2334376306438127,0.001279413,5736.328052105407,6536.764750414617,14558.749869356187,-612.333,112.64044,18.757671,-10.94573,10.22214,-1.1831408,13.439241,-6.0533338,9.405375,-0.62832147,8.557546,0.37455195,1.3624305,0.008473584,0.052536633,4.933949,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201104122156.wav,0.053269848381121136,0.01260959,2064.6775189632817,3988.066655722266,3543.599362717461,-460.91864,148.9308,26.626696,7.0509505,13.002596,8.904231,11.803645,7.151643,4.401118,5.9789186,5.2444944,1.6700268,-1.2048534,0.06220182,0.5668353,73.58491,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201104141251.wav,0.2512088300246961,0.0027604157,5796.529299330121,6521.1297700247715,14423.122714428191,-598.5853,92.635315,1.2116741,16.03552,22.072462,-0.15095116,18.201181,-2.9057298,11.717262,-3.0269394,6.3220987,-2.4508138,1.698412,0.013203327,0.15907733,18.875067,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201105011626.wav,0.03101907317171392,0.023307001,1913.579163736431,3870.524510273788,3074.253231717139,-405.204,169.60684,18.553572,12.722707,-0.06330573,5.6170883,19.657675,5.226336,6.9943886,-6.8304577,0.13339937,-3.2083325,3.9285328,0.09569337,0.8851129,70.0128,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201105021654.wav,0.07284886951197388,0.020158967,4217.435429706093,5221.443696191708,9675.94013629354,-349.0096,91.52671,5.336011,38.68746,11.378731,20.939484,10.1869,13.184672,8.737097,8.357641,7.1942487,5.831119,4.473433,0.11237674,0.8458495,78.66942,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201105021804.wav,0.030557219515141752,0.020201968,1785.9395114443175,3660.55826629988,2421.985870046714,-397.75934,179.53052,19.176374,5.1518517,-3.5243,0.10542756,10.325125,-3.6878567,3.9378102,0.39021757,5.91167,-1.5579511,-0.9197889,0.09715125,0.8344848,79.370995,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201105151450.wav,0.1302178485576923,0.0047189784,4875.076758965024,5884.597329227366,11572.108999399039,-498.004,96.86052,12.495685,19.348,14.11132,10.019395,9.646133,3.7917361,4.7480345,1.594236,1.710332,-1.8734396,-1.2075304,0.026014464,0.19846857,14.576284,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106111136.wav,0.010200286580023364,0.056564964,1059.8070617602893,2844.6893496970633,1363.0819445458528,-404.60162,144.08334,54.27477,13.28162,21.737309,32.880222,29.16712,17.919565,8.434858,7.524382,9.296592,7.6472845,2.6202102,0.16959216,2.2080777,191.07268,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106141148.wav,0.06658246440272178,0.013691684,3151.602171068905,4994.616822560094,6552.041429088962,-455.60608,129.82196,4.3479466,30.510632,18.733839,15.583382,22.80343,3.4843853,13.677577,-3.5241168,9.782156,-3.7783878,5.889422,0.05957325,0.55780786,41.64437,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106151236.wav,0.17261689598880597,0.017540058,5722.683888216582,6045.005889541515,13071.939861240671,-479.66095,71.60093,15.778143,18.086346,15.97379,8.462559,7.417221,5.1605463,2.4160554,0.92378366,-0.16533004,-0.8260465,-1.5184087,0.122647494,1.5430437,122.69327,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106210943.wav,0.03877960689484127,0.04788227,3430.1768109324435,4883.413807685503,8105.157470703125,-342.14572,93.20582,6.011848,39.227375,12.388433,21.835802,9.952263,14.5919,10.947513,10.674465,9.569917,8.549311,8.38941,0.1649147,2.0534453,144.6169,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106221418.wav,0.04521290355960265,0.022438794,2538.62389108619,4310.778014645874,5526.76039942053,-459.18707,116.9461,13.23611,27.067917,12.273948,15.927386,11.042681,12.3399515,16.44631,12.332628,15.116667,9.919654,9.943404,0.06849251,0.94551194,96.05739,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201106221450.wav,0.032935702923646906,0.025813127,1581.3538224316123,3899.2586021330017,2366.8764094716494,-508.71475,92.11252,62.60548,43.249344,35.420994,28.36513,20.408516,15.102316,11.597176,7.9239655,4.69849,2.5316975,0.8863297,0.06687714,1.3806306,125.69392,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201108011112.wav,0.007596199972587719,0.036692325,1009.0566018520681,3722.207945611965,325.64247532894734,-496.09695,57.085125,51.7496,44.229805,35.95671,28.172806,21.730074,16.99668,13.85559,11.856404,10.4657,9.2609825,7.9985743,0.06937726,2.0618992,247.18398,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201108011114.wav,0.008259377284356726,0.025232466,1136.4400803818942,3994.415539674254,360.77559621710526,-520.60913,63.10007,55.80014,46.003002,35.795654,26.837822,20.120926,15.785796,13.286512,11.775444,10.516384,9.139519,7.5917063,0.050534103,1.4350843,180.73987,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201108011115.wav,0.006693879066154971,0.03236865,1004.5118011789516,3729.9740737231123,306.87962582236844,-519.0233,63.278976,56.317013,46.689354,36.512444,27.55787,20.823586,16.454838,13.937483,12.454082,11.266895,9.962007,8.456824,0.06208376,1.6955503,182.80391,,,,normal
c:\Users\vivek\OneDrive\Documents\Data\normal\201108011118.wav,0.00521761353252924,0.049578846,827.7361300718379,3320.7767151459507,252.16514185855263,-509.0764,62.500565,56.39567,47.968487,38.761524,30.296986,23.539267,18.751308,15.65452,13.648273,12.125694,10.646693,9.021601,0.09103047,2.3216708,204.31487,,,,normal
